Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50581_890,GL50581_890-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,502,55962,"Bactericidal permeability-increasing protein, alpha/beta domain superfamily",0,lipid binding
GL50581_891,GL50581_891-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,212,24052,N/A,0,N/A
GL50581_892,GL50581_892-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,590,66269,N/A,0,N/A
GL50581_893,GL50581_893-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,614,66578,N/A,0,N/A
GL50581_894,GL50581_894-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,75,8473,N/A,0,N/A
GL50581_895,GL50581_895-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,580,65209,N/A,0,N/A
GL50581_896,GL50581_896-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,575,65890,N/A,0,N/A
GL50581_897,GL50581_897-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,121,11906,N/A,0,N/A
GL50581_898,GL50581_898-t26_1,Giardia Assemblage B isolate GS,Zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ76],388,44805,N/A,0,metal ion binding
GL50581_899,GL50581_899-t26_1,Giardia Assemblage B isolate GS,Rab geranylgeranyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LQ77],206,24132,N/A,0,protein prenyltransferase activity
GL50581_9,GL50581_9-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,570,63303,N/A,1,N/A
GL50581_90,GL50581_90-t26_1,Giardia Assemblage B isolate GS,AB hydrolase-1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ1],275,30679,Alpha/Beta hydrolase fold,0,N/A
GL50581_900,GL50581_900-t26_1,Giardia Assemblage B isolate GS,"Phospholipid-transporting ATPase IIB, putative [Source:UniProtKB/TrEMBL;Acc:C6LQ78]",1432,159188,"HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, transmembrane domain superfamily",7,ATP binding;ATPase-coupled intramembrane lipid transporter activity;magnesium ion binding;nucleotide binding
GL50581_901,GL50581_901-t26_1,Giardia Assemblage B isolate GS,Actin related protein [Source:UniProtKB/TrEMBL;Acc:C6LQ79],344,37380,"ATPase, nucleotide binding domain",0,N/A
GL50581_902,GL50581_902-t26_1,Giardia Assemblage B isolate GS,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 [Source:UniProtKB/TrEMBL;Acc:C6LQ80],507,56442,N/A,1,N/A
GL50581_903,GL50581_903-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,153,16914,N/A,0,N/A
GL50581_904,GL50581_904-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,335,36427,N/A,0,N/A
GL50581_905,GL50581_905-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,247,28186,N/A,0,structural constituent of cytoskeleton
GL50581_906,GL50581_906-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LQ84],484,55019,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_907,GL50581_907-t26_1,Giardia Assemblage B isolate GS,Brix domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ85],283,32565,N/A,0,N/A
GL50581_908,GL50581_908-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,183,20186,N/A,0,N/A
GL50581_909,GL50581_909-t26_1,Giardia Assemblage B isolate GS,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:C6LQ87],241,26845,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50581_91,GL50581_91-t26_1,Giardia Assemblage B isolate GS,Sm domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ2],126,14236,LSM domain superfamily,0,RNA binding
GL50581_910,GL50581_910-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,261,28941,N/A,0,N/A
GL50581_911,GL50581_911-t26_1,Giardia Assemblage B isolate GS,DNA polymerase II subunit 2 [Source:UniProtKB/TrEMBL;Acc:C6LQ89],542,60461,N/A,0,DNA binding
GL50581_912,GL50581_912-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,293,32390,N/A,0,N/A
GL50581_913,GL50581_913-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,174,19945,N/A,1,N/A
GL50581_914,GL50581_914-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ92],458,51127,Ankyrin repeat-containing domain superfamily,0,protein binding;transferase activity
GL50581_915,GL50581_915-t26_1,Giardia Assemblage B isolate GS,Poly(A)-specific ribonuclease [Source:UniProtKB/TrEMBL;Acc:C6LQ93],260,29017,Ribonuclease H-like superfamily,0,nucleic acid binding;poly(A)-specific ribonuclease activity
GL50581_916,GL50581_916-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,928,103318,Armadillo-type fold,0,N/A
GL50581_917,GL50581_917-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ95],423,46867,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_918,GL50581_918-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,871,97381,N/A,0,N/A
GL50581_919,GL50581_919-t26_1,Giardia Assemblage B isolate GS,UBC core domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ97],149,16913,Ubiquitin-conjugating enzyme/RWD-like,0,ATP binding;transferase activity
GL50581_92,GL50581_92-t26_1,Giardia Assemblage B isolate GS,CYTH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ3],253,27946,CYTH-like domain superfamily,0,N/A
GL50581_920,GL50581_920-t26_1,Giardia Assemblage B isolate GS,Serine/threonine-protein phosphatase 2A activator [Source:UniProtKB/TrEMBL;Acc:C6LQ98],308,36361,PTPA superfamily,0,peptidyl-prolyl cis-trans isomerase activity;phosphatase activator activity
GL50581_921,GL50581_921-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,343,38029,N/A,6,N/A
GL50581_922,GL50581_922-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1648,180973,Quinoprotein alcohol dehydrogenase-like superfamily,0,protein binding
GL50581_923,GL50581_923-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,214,23900,"Glutathione S-transferase, C-terminal domain superfamily;Thioredoxin-like superfamily",0,protein binding
GL50581_924,GL50581_924-t26_1,Giardia Assemblage B isolate GS,Coatomer beta subunit [Source:UniProtKB/TrEMBL;Acc:C6LQA2],1052,114277,Armadillo-type fold,0,structural molecule activity
GL50581_926,GL50581_926-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,176,18606,N/A,0,N/A
GL50581_927,GL50581_927-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,125,14138,N/A,0,N/A
GL50581_928,GL50581_928-t26_1,Giardia Assemblage B isolate GS,Phosphatidylserine synthase [Source:UniProtKB/TrEMBL;Acc:C6LQA5],576,65197,N/A,13,"phosphotransferase activity, for other substituted phosphate groups"
GL50581_929,GL50581_929-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,401,45380,N/A,0,N/A
GL50581_93,GL50581_93-t26_1,Giardia Assemblage B isolate GS,tRNA (guanine(37)-N1)-methyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LMZ4],430,48117,S-adenosyl-L-methionine-dependent methyltransferase,0,tRNA (guanine(37)-N(1))-methyltransferase activity;tRNA (guanine-N1-)-methyltransferase activity
GL50581_930,GL50581_930-t26_1,Giardia Assemblage B isolate GS,PCIF1_WW domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQA7],604,69934,N/A,0,RNA polymerase II C-terminal domain binding;mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
GL50581_931,GL50581_931-t26_1,Giardia Assemblage B isolate GS,"U3 small nucleolar RNA-associated protein 11, putative [Source:UniProtKB/TrEMBL;Acc:C6LQA8]",227,25954,N/A,0,N/A
GL50581_932,GL50581_932-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1159,129229,N/A,0,protein binding
GL50581_933,GL50581_933-t26_1,Giardia Assemblage B isolate GS,SGF29 C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQB0],136,15480,N/A,0,N/A
GL50581_934,GL50581_934-t26_1,Giardia Assemblage B isolate GS,RNA polymerase I subunit A43 [Source:UniProtKB/TrEMBL;Acc:C6LQB1],237,26716,N/A,0,N/A
GL50581_935,GL50581_935-t26_1,Giardia Assemblage B isolate GS,Epimerase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQB2],342,37824,NAD(P)-binding domain superfamily,1,catalytic activity
GL50581_936,GL50581_936-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,299,33628,"Aminotransferase-like, PLP-dependent enzymes",0,catalytic activity
GL50581_937,GL50581_937-t26_1,Giardia Assemblage B isolate GS,2-deoxy-D-ribose 5-phosphate aldolase [Source:UniProtKB/TrEMBL;Acc:C6LQB4],261,27695,N/A,0,catalytic activity;deoxyribose-phosphate aldolase activity;lyase activity
GL50581_938,GL50581_938-t26_1,Giardia Assemblage B isolate GS,Tubulin specific chaperone D [Source:UniProtKB/TrEMBL;Acc:C6LQB5],1277,142918,Armadillo-type fold,0,GTPase activator activity;beta-tubulin binding
GL50581_939,GL50581_939-t26_1,Giardia Assemblage B isolate GS,Derlin [Source:UniProtKB/TrEMBL;Acc:C6LQB6],209,24123,N/A,4,N/A
GL50581_94,GL50581_94-t26_1,Giardia Assemblage B isolate GS,"NOD3 protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LMZ5]",1005,110827,N/A,0,protein binding
GL50581_940,GL50581_940-t26_1,Giardia Assemblage B isolate GS,hypothetical protein,256,30048,N/A,0,N/A
GL50581_941,GL50581_941-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,553,61042,N/A,0,N/A
GL50581_942,GL50581_942-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQB9],505,55495,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_943,GL50581_943-t26_1,Giardia Assemblage B isolate GS,Glucokinase [Source:UniProtKB/TrEMBL;Acc:C6LQC0],343,37432,"ATPase, nucleotide binding domain",0,ATP binding;glucokinase activity;glucose binding
GL50581_944,GL50581_944-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,277,31754,N/A,6,N/A
GL50581_945,GL50581_945-t26_1,Giardia Assemblage B isolate GS,"Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) [Source:UniProtKB/TrEMBL;Acc:C6LQC2]",589,65043,"Alkaline-phosphatase-like, core domain superfamily;BPG-independent phosphoglycerate mutase, domain B superfamily",0,catalytic activity;manganese ion binding;metal ion binding;phosphoglycerate mutase activity
GL50581_947,GL50581_947-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,229,25278,N/A,0,N/A
GL50581_948,GL50581_948-t26_1,Giardia Assemblage B isolate GS,"Spindle pole protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LQC4]",1025,112396,N/A,0,N/A
GL50581_949,GL50581_949-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,165,17433,N/A,0,N/A
GL50581_95,GL50581_95-t26_1,Giardia Assemblage B isolate GS,RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ6],208,23044,RNA-binding domain superfamily,0,nucleic acid binding
GL50581_950,GL50581_950-t26_1,Giardia Assemblage B isolate GS,"Phosphatidylinositol-4-phosphate 5-kinase, putative [Source:UniProtKB/TrEMBL;Acc:C6LQC6]",567,62784,N/A,0,kinase activity
GL50581_951,GL50581_951-t26_1,Giardia Assemblage B isolate GS,Methyltranfer_dom domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQC7],132,15305,S-adenosyl-L-methionine-dependent methyltransferase,0,N/A
GL50581_952,GL50581_952-t26_1,Giardia Assemblage B isolate GS,AlbA_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQC8],500,56292,N/A,0,N/A
GL50581_953,GL50581_953-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,56,6082,N/A,0,N/A
GL50581_954,GL50581_954-t26_1,Giardia Assemblage B isolate GS,Aldo_ket_red domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQD0],303,34889,NADP-dependent oxidoreductase domain superfamily,0,oxidoreductase activity
GL50581_955,GL50581_955-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1825,204527,Armadillo-type fold,0,N/A
GL50581_956,GL50581_956-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,114,13032,N/A,0,N/A
GL50581_957,GL50581_957-t26_1,Giardia Assemblage B isolate GS,High cysteine protein [Source:UniProtKB/TrEMBL;Acc:C6LQD3],211,22633,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_958,GL50581_958-t26_1,Giardia Assemblage B isolate GS,Aa_trans domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQD4],432,47353,N/A,6,N/A
GL50581_96,GL50581_96-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LMZ7],717,77519,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_961,GL50581_961-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1100,123181,N/A,0,N/A
GL50581_962,GL50581_962-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,343,38447,N/A,0,N/A
GL50581_963,GL50581_963-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,373,40708,Kelch-type beta propeller,0,protein binding
GL50581_964,GL50581_964-t26_1,Giardia Assemblage B isolate GS,"ATP-dependent RNA helicase HAS1, putative [Source:UniProtKB/TrEMBL;Acc:C6LQD8]",545,60538,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;RNA binding;helicase activity;nucleic acid binding
GL50581_965,GL50581_965-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1196,129249,N/A,6,N/A
GL50581_966,GL50581_966-t26_1,Giardia Assemblage B isolate GS,NEK-GL-like kinase protein [Source:UniProtKB/TrEMBL;Acc:C6LQE0],554,61406,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_967,GL50581_967-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2244,253924,N/A,0,N/A
GL50581_968,GL50581_968-t26_1,Giardia Assemblage B isolate GS,LRRcap domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQE2],255,28700,N/A,0,N/A
GL50581_969,GL50581_969-t26_1,Giardia Assemblage B isolate GS,PROTEASOME_ALPHA_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQE3],255,28308,"Nucleophile aminohydrolases, N-terminal",0,peptidase activity
GL50581_97,GL50581_97-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ8],480,52549,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_970,GL50581_970-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1865,209195,N/A,0,N/A
GL50581_971,GL50581_971-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,537,59584,N/A,0,protein binding
GL50581_972,GL50581_972-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,319,36148,N/A,7,N/A
GL50581_973,GL50581_973-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,260,29205,N/A,6,N/A
GL50581_974,GL50581_974-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,218,23844,N/A,0,N/A
GL50581_975,GL50581_975-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LQE9]",755,84845,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_976,GL50581_976-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1873,211068,Papain-like cysteine peptidase superfamily,0,N/A
GL50581_977,GL50581_977-t26_1,Giardia Assemblage B isolate GS,Ribosomal_S3_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQF1],217,24706,"K homology domain superfamily, prokaryotic type;Ribosomal protein S3, C-terminal domain superfamily",0,RNA binding;structural constituent of ribosome
GL50581_978,GL50581_978-t26_1,Giardia Assemblage B isolate GS,Eukaryotic translation initiation factor 6 [Source:UniProtKB/TrEMBL;Acc:C6LQF2],246,26753,N/A,0,ribosomal large subunit binding;ribosome binding;translation initiation factor activity
GL50581_979,GL50581_979-t26_1,Giardia Assemblage B isolate GS,Ribosomal protein L15 [Source:UniProtKB/TrEMBL;Acc:C6LQF3],204,24279,Ribosomal protein L23/L15e core domain superfamily,0,structural constituent of ribosome
GL50581_98,GL50581_98-t26_1,Giardia Assemblage B isolate GS,Flavodoxin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ9],605,66640,"Flavoprotein-like superfamily;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain;Riboflavin synthase-like beta-barrel",0,FMN binding;oxidoreductase activity
GL50581_980,GL50581_980-t26_1,Giardia Assemblage B isolate GS,Nucleolar protein 16 [Source:UniProtKB/TrEMBL;Acc:C6LQF4],237,27291,N/A,0,N/A
GL50581_981,GL50581_981-t26_1,Giardia Assemblage B isolate GS,Trafficking protein particle complex subunit [Source:UniProtKB/TrEMBL;Acc:C6LQF5],166,18062,NO signalling/Golgi transport ligand-binding domain superfamily,0,N/A
GL50581_982,GL50581_982-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,50,5386,N/A,0,N/A
GL50581_983,GL50581_983-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,835,93901,N/A,0,N/A
GL50581_984,GL50581_984-t26_1,Giardia Assemblage B isolate GS,Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQF8],618,68906,Rho GTPase activation protein,0,N/A
GL50581_985,GL50581_985-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,532,59857,N/A,0,N/A
GL50581_986,GL50581_986-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,360,40033,N/A,0,N/A
GL50581_987,GL50581_987-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,138,15160,N/A,0,N/A
GL50581_988,GL50581_988-t26_1,Giardia Assemblage B isolate GS,Histone H4 [Source:UniProtKB/TrEMBL;Acc:C6LQN8],99,11100,Histone-fold,0,DNA binding;protein heterodimerization activity
GL50581_989,GL50581_989-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LQG3],391,43476,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_99,GL50581_99-t26_1,Giardia Assemblage B isolate GS,CTP synthase [Source:UniProtKB/TrEMBL;Acc:C6LN00],620,68218,Class I glutamine amidotransferase-like;P-loop containing nucleoside triphosphate hydrolase,1,ATP binding;CTP synthase activity
GL50581_990,GL50581_990-t26_1,Giardia Assemblage B isolate GS,RRM Nup35-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQG4],184,20156,RNA-binding domain superfamily,0,nucleic acid binding;structural constituent of nuclear pore
GL50581_991,GL50581_991-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQG5],3179,355680,Protein-tyrosine phosphatase-like;Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_993,GL50581_993-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQG6],694,77332,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_994,GL50581_994-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,235,27257,N/A,0,N/A
GL50581_995,GL50581_995-t26_1,Giardia Assemblage B isolate GS,"Spindle pole protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LQG8]",598,67025,N/A,0,N/A
GL50581_996,GL50581_996-t26_1,Giardia Assemblage B isolate GS,W2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQG9],411,47057,Armadillo-type fold,0,protein binding;translation initiation factor activity
GL50581_997,GL50581_997-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,153,16664,N/A,0,N/A
GL50581_998,GL50581_998-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,482,53755,N/A,0,N/A
GL50581_999,GL50581_999-t26_1,Giardia Assemblage B isolate GS,Aminoacyl-tRNA hydrolase [Source:UniProtKB/TrEMBL;Acc:C6LQH2],121,13718,Peptidyl-tRNA hydrolase II domain superfamily,0,aminoacyl-tRNA hydrolase activity
